package_id,path
3314,org.sw.demo.webmproject.vpx
3315,org.sw.demo.aappleby.smhasher.murmurhash3
3316,org.sw.demo.gnu.m4.gnulib
3317,org.sw.demo.gnu.m4.m4
3320,org.sw.demo.gnu.bison.bison
3321,org.sw.demo.gnu.bison.gnulib
3322,org.sw.demo.malaterre.GDCM.jpeg12
3323,org.sw.demo.malaterre.GDCM.jpeg16
3324,org.sw.demo.malaterre.GDCM.jpeg8
3325,org.sw.demo.malaterre.GDCM.rle
3326,org.sw.demo.malaterre.GDCM.socketxx
3400,org.sw.demo.jedisct1.libsodium
3475,org.sw.demo.cubicdaiya.dtl
3509,pub.egorpugin.primitives.patch
3514,org.sw.demo.gabime.spdlog
3517,org.sw.demo.qtproject.qt.declarative.qml.imports.folderlistmodel
3518,org.sw.demo.qtproject.qt.declarative.qml.imports.qtquick2
3519,org.sw.demo.qtproject.qt.declarative.qml.imports.settings
3522,org.sw.demo.aspia.base
3570,org.sw.demo.qtproject.qt.translations
3724,org.sw.demo.aspia.client
3725,org.sw.demo.aspia.codec
3726,org.sw.demo.aspia.common
3727,org.sw.demo.aspia.console
3728,org.sw.demo.aspia.crypto
3729,org.sw.demo.aspia.desktop
3730,org.sw.demo.aspia.host
3731,org.sw.demo.aspia.host.config
3732,org.sw.demo.aspia.host.service
3733,org.sw.demo.aspia.host.session
3734,org.sw.demo.aspia.ipc
3735,org.sw.demo.aspia.net
3736,org.sw.demo.aspia.proto
3737,org.sw.demo.aspia.qt_translations
3738,org.sw.demo.aspia.updater
3779,org.sw.demo.zeux.pugixml
3856,org.sw.demo.qtproject.qt.base.plugins.printsupport.windows
3857,org.sw.demo.qtproject.qt.base.third_party.tinycbor
3858,org.sw.demo.qtproject.qt.base.tools.qfloat16_tables
3867,pub.egorpugin.test.main.fortran
3998,org.sw.demo.xiph.flac.libflac
3999,org.sw.demo.xiph.flac.libflacpp
4000,org.sw.demo.xiph.vorbis.vorbisfile
4004,org.sw.demo.stb.all
4005,org.sw.demo.stb.image
4006,org.sw.demo.stb.image_write
4012,org.sw.demo.poco.CppParser
4037,org.sw.demo.perl.lib
4048,org.sw.demo.perl.miniperl
4049,org.sw.demo.perl.perl
4054,org.sw.demo.google.protobuf.protobuf_lite
4058,org.sw.demo.Erroneous1.sqlpp11_connector_odbc
4083,org.sw.demo.reo7sp.tgbot
4084,org.sw.demo.poco.CppUnit
4085,org.sw.demo.poco.Crypto
4086,org.sw.demo.poco.Data
4087,org.sw.demo.poco.Encodings
4088,org.sw.demo.poco.Foundation
4089,org.sw.demo.poco.JSON
4090,org.sw.demo.poco.Net
4091,org.sw.demo.poco.NetSSL
4092,org.sw.demo.poco.NetSSL_Win
4093,org.sw.demo.poco.ODBC
4094,org.sw.demo.poco.PageCompiler
4095,org.sw.demo.poco.PocoDoc
4096,org.sw.demo.poco.SQLite
4097,org.sw.demo.poco.SevenZip
4098,org.sw.demo.poco.Util
4099,org.sw.demo.poco.XML
4100,org.sw.demo.poco.Zip
4101,org.sw.demo.gnu.gmp.cxx
4102,org.sw.demo.gnu.gmp.lib
4103,org.sw.demo.gnu.gmp.mini
4104,org.sw.demo.gnu.gmp.tools.gen_bases
4105,org.sw.demo.gnu.gmp.tools.gen_fac
4106,org.sw.demo.gnu.gmp.tools.gen_fib
4107,org.sw.demo.gnu.gmp.tools.gen_jacobitab
4108,org.sw.demo.gnu.gmp.tools.gen_psqr
4109,org.sw.demo.gnu.gmp.tools.gen_trialdivtab
4110,org.sw.demo.gnu.mpfr
4111,org.sw.demo.gnu.mpc
4112,org.sw.demo.gnu.gpg.assuan.assuan
4117,org.sw.demo.gnu.gpg.gpgme.gpgme
4121,org.sw.demo.gnu.gpg.error.gpg_error
4122,org.sw.demo.gnu.gpg.error.tools.mkerrcodes
4123,org.sw.demo.gnu.gpg.error.tools.mkheader
4124,org.sw.demo.gnu.gpg.gpgme.gpgme_w32spawn
4125,org.sw.demo.gnu.gpg.gpgme.gpgmecpp
4130,org.sw.demo.arvidn.libtorrent
4131,org.sw.demo.open_mpi.hwloc
4137,org.sw.demo.StellarGroup.hpx
4138,org.sw.demo.StellarGroup.hpx.plugins.binary_filter.bzip2
4139,org.sw.demo.StellarGroup.hpx.plugins.binary_filter.snappy
4140,org.sw.demo.StellarGroup.hpx.plugins.binary_filter.zlib
4141,org.sw.demo.StellarGroup.hpx.plugins.parcel.coalescing
4143,org.sw.demo.skarupke.flat_hash_map
4149,org.sw.demo.Tessil.robin_map
4150,org.sw.demo.Tessil.sparse_map
4151,org.sw.demo.Tessil.ordered_map
4152,org.sw.demo.Tessil.array_hash
4153,org.sw.demo.Tessil.hopscotch_map
4154,org.sw.demo.Tessil.hat_trie
4155,org.sw.demo.khronos.vulkan
4156,org.sw.demo.glfw
4157,org.sw.demo.ocornut.imgui
4158,org.sw.demo.quantstack.xtl
4159,org.sw.demo.quantstack.xtensor
4160,org.sw.demo.quantstack.xframe
4161,org.sw.demo.memononen.NanoVG
4162,org.sw.demo.wjakob.nanogui
4163,org.sw.demo.daniele77.cli
4164,org.sw.demo.lemire.simdjson
4166,org.sw.demo.martinus.robin_hood_hashing
4170,org.sw.demo.mach7
4176,org.sw.demo.google.gflags
4177,org.sw.demo.google.glog
4178,org.sw.demo.libevent
4183,org.sw.demo.boost.context
4187,org.sw.demo.facebook.folly
4188,org.sw.demo.zeromq.libzmq
4189,org.sw.demo.zeromq.cppzmq
4230,org.sw.demo.cyrus.sasl
4231,org.sw.demo.openldap.lber
4235,org.sw.demo.mattmccutchen.bigint
4236,org.sw.demo.glassechidna.zxing_cpp
4237,org.sw.demo.cnjinhao.nana
4238,org.sw.demo.apache.apr
4240,org.sw.demo.apache.apr.iconv
4241,org.sw.demo.apache.apr.util
4242,org.sw.demo.apache.apr.tools.gen_test_char
4243,org.sw.demo.apache.log4cxx
4244,org.sw.demo.apache.xerces_c
4246,org.sw.demo.apache.thrift
4247,org.sw.demo.apache.thrift.compiler
4251,org.sw.demo.mbed.tls
4259,org.sw.demo.malaterre.GDCM.util.charls
4260,org.sw.demo.nanomsg.nng
4261,org.sw.demo.google.grpc.optional
4262,org.sw.demo.ledger.utfcpp
4263,org.sw.demo.tfussell.xlnt
4264,org.sw.demo.tfussell.xlnt.libstudxml
4265,org.sw.demo.dbzhang800.QtXlsxWriter
4271,org.sw.demo.nih_at.libzip
